comment,stance_llama_8b,sentiment_llama_8b
look how easy and how little time it took to transform antiwar democrats in the biggest warmongers defending democracy in ukraine brainwashed ignorant and mad nation,LIBERAL,NEUTRAL
worst thief weve ever had,LIBERAL,NEGATIVE
people dont get it rich people pay more taxes than yhe average person and alot of it goes to the average person in some way or the other we need rich people to make it work to our advantsge,LIBERAL,NEUTRAL
joe biden wanna help americans save money and give women reproductive rights republicans no no no nooooo,LIBERAL,POSITIVE
why did biden show anger and shouting at the same time saying america is on a comeback,LIBERAL,NEUTRAL
for reps pretend immigrants instead of slaves would provide the cheap labor the border is not just a problem its also an opportunity,OTHER,NEUTRAL
they want to save on things to give it free to the illigails immigrants,CONSERVATIVE,NEUTRAL
boy the republicans are the worst politicians who to blame for the economy rise and cost thats why bidens trying to pass all these bills they dont want including the border with them trump dont want to give that to biden,LIBERAL,NEUTRAL
pres biden cannabis please describe that there will be no more arrests simply for marijuana anyplace in the usa and announce that marijuana is fully and totally legal lawful qhvrslnpny,LIBERAL,POSITIVE
oh my wordwhat a crook,LIBERAL,NEGATIVE
that is our president,LIBERAL,POSITIVE
hes such an amazing speaker,LIBERAL,POSITIVE
you rock president biden,LIBERAL,POSITIVE
that showed your nev er to old i still want trump though,CONSERVATIVE,NEUTRAL
man the republicunts are salty about the wealthy paying their fair share,LIBERAL,POSITIVE
thank you president biden,LIBERAL,POSITIVE
that was a fabulous sotua,LIBERAL,POSITIVE
in a country of 330 million people hes found some success stories and positive moments but man there was a lot of stretching to even make those work,LIBERAL,NEUTRAL
where was clarence thomas,OTHER,NEUTRAL
the lighting when biden first appeared seems very white which makes him look older and like he was wearing a mask anyone have any insights,LIBERAL,NEUTRAL
i love how the maga folks are so willing to embarrass themselves with their uncontrollable outbursts the crazies,LIBERAL,POSITIVE
looking at biden really creeps me out his eyes theyve been looking demonic makes me nauseous no doubt that man literally sold his soul,CONSERVATIVE,NEGATIVE
you can tell that kamalas husband is so proud of her and i love that she had to tell him to calm down,LIBERAL,POSITIVE
unemployment is at a 50 year low because 6 items at the grocery store literally cost a 100 dollars,LIBERAL,NEUTRAL
wow great speech joe cant wait to vote you back in this november,LIBERAL,POSITIVE
what a speech i loved it thats my president,LIBERAL,POSITIVE
if some of these things the republicans dont like actually happened within their own families or their daughters they might have a change of tune any female that supports trump no respect for you,LIBERAL,POSITIVE
take that smirk smile of your face speaker johnson you should be ashamed of your behaviour,LIBERAL,NEGATIVE
the republicans were disrespectable and spoiled brats mtg wasis downright insane,LIBERAL,NEGATIVE
i thought he was the perfect example of what a president should be,LIBERAL,POSITIVE
this is what a president looks like,LIBERAL,POSITIVE
no ukraine cannot stop putin you dingleberry who is advising this guy,LIBERAL,NEUTRAL
what a suprise at the end of his presidency hes trying to have a campaign speech during the union address,CONSERVATIVE,NEUTRAL
why dont even people in his failed party believe all his blatant and cynical lies,LIBERAL,NEGATIVE
at 011500 is there a reason the democrats are in white and loudly cheering when biden is talking about the kkk,LIBERAL,NEUTRAL
makes me physically ill to hear president biden spewing all this rhetoric our country wont survive 4 more years of this,CONSERVATIVE,NEGATIVE
in biden we trust 4 more years love that guy,LIBERAL,POSITIVE
youre not my president never will be,CONSERVATIVE,NEGATIVE
great speech vote blue,LIBERAL,POSITIVE
notice how quiet the republicans were when ol joe mentioned that billionaires pay more than 82 in taxes i saw some of their eyes blinking in half stroke taxes are the most important reason why they get legal bribes legal bribes thanks to the supreme court that sits in the front row change is coming if not now then it will be double and triple later,LIBERAL,POSITIVE
your whole nation is toxic and creepy,OTHER,NEUTRAL
smartest thing he said the whole time was his first statement if i were smart i would go home now,CONSERVATIVE,NEUTRAL
ill go to moscow with joe on airforce one the surprise on his face when he threw himself that curveball,LIBERAL,POSITIVE
schumer looks more and more like the batmans penguin as he ages lol,LIBERAL,POSITIVE
that was a sermon tonight and watching the glad handing after the address was informative as to his cognitive resilience and stamina,LIBERAL,POSITIVE
state of buffoonery,LIBERAL,NEGATIVE
this imbecile is the worst representative as a president in the history of this country period,LIBERAL,NEGATIVE
i think i threw up in my mouth,CONSERVATIVE,NEGATIVE
the fact that part of the audience did not acknowledge the achievements from the biden administration is disgusting these achievements benefit all americans shouldnt that be worth celebrating regardless of what side of the aisle you are republicans are just showing they care more about their vendetta against democrats than the american people disgusting,LIBERAL,POSITIVE
its a nice thought biden youve had 4 years to do all these things and look at this country now crumbling,CONSERVATIVE,NEGATIVE
