comment,stance_llama_8b
what a disgrace moscow mike in the history for ever,LIBERAL
at 400 lindsey graham you should be ashamed of yourself your very good friend john mccain would be embarrassed for having known you you should hang your head in shame and retire immediately you do not deserve to be in congress go live behind the largest rock or mountain out west somewhere and never raise your traitorousness head again,LIBERAL
did not adress the deficit,LIBERAL
better get some coffee them red tie wearing republicans they look real constipated,LIBERAL
all those jobs going to non americans i didnt hear about the border did you,CONSERVATIVE
why is this man such a lier,CONSERVATIVE
start booking ur one way flights on inauguration day out of the countryin case the worse case scenario happens n this clown wins again lol get the refund for if trump wins u can get ur back,CONSERVATIVE
sickening what a disaster american politicians are vile creatures the comments praising this are very disturbing too why was he late changing diapers all i can say is the usa is in a serious downward spiral,OTHER
5220 remember when trump said hed have the best healthcare plan to replace the disaster of obamacare and never did,LIBERAL
im a trumper but i cant stand the disrespect that those people are showing regardless of whos side ur on we should always show respect during these thingsthe world is watching its embarrassingvote trump2024,OTHER
biden is the greatest enemy american has ever faced he destroyed our economy,CONSERVATIVE
this is what a president should do protect the country all trump worries about is himself,LIBERAL
4 more years,LIBERAL
read by 3rd grade what planet are we living on i come from an era where reading began in first grade and my daughter from my single mother broken home that had plenty of books thanks for painting a negative strereotype of me seems rather antiwoman to do so was reading at three by third grade she was reading at seventh grade levels,LIBERAL
4 more years thankyou joe,LIBERAL
they clap like trained animals,CONSERVATIVE
can we have comedy club rules here and just remove that disruptive individual from the building,LIBERAL
one of the best state of the union addresses ive ever heard,LIBERAL
a nation that can hurt ukraine badly that is what dems want to be proud of sure zelensky is in on it after all i do believe ukraine is one corrupt place,CONSERVATIVE
