comment,biden_stance,trump_stance
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
this is like an outtake from a really bad political comedy how outta all americans are these two people fit to have any responsibility for anything nevermind being the leader of the free world mental,AGAINST,AGAINST
everybody dont you think biden is the biggest trump supporter as long as im in the race trump will windefinitely,FAVOR,FAVOR
biden always sounds drunk slurring his words anyone else,AGAINST,NONE
trump supporters here,NONE,FAVOR
bidens face every time trump goes off on him has my stomach hurting from laughing,FAVOR,AGAINST
most dangerous place in the world afghanistan with a 2023 score of 3448 slightly safer than 2022s 3554 afghanistan remains the most dangerous country in the world for the sixth year in a row yemen syria south sudan dr congo russia ukraine none of these show that our border is the most dangerous place in the world fact checking,NONE,FAVOR
heavily edited,NONE,NONE
thank you wall street for keeping comments open unlike cnn,NONE,FAVOR
why does this look and sound like x factor,NONE,NONE
supposedly biden got more votes than any other president ever,FAVOR,AGAINST
these comments are making the debate so much better,NONE,NONE
is this laurel and hardy,NONE,NONE
i am 21 years old donald trump has my vote again maga2024 fjb,AGAINST,FAVOR
5730 when biden said errrwxaa awqyu i felt that what a way with words,NONE,NONE
is he the same person from the 2020 debate,NONE,NONE
i once respect usa as the greatest country on earth but now its a clown countryrip usa,NONE,AGAINST
he called him brandon lol,NONE,NONE
i find it annoying how the hosts keep cutting biden off i get a couple times they saved him from him completely forgetting what he was talking about but there was a number of times when he was making solid points,FAVOR,NONE
can someone oil that ole guys voice,FAVOR,NONE
5100 yeah the reason why is they dont want to get attacked and thrown under the bus by the democratic party just to get at trump,AGAINST,FAVOR
5054 we did see it with our own eyes and what i witnessed and what the news ran about trump afterwards are two totally different realities who am i going to believe what i saw with my own eyes and heard with my own ears or what the news told me,NONE,AGAINST
4616 thats not even what he said joe listen the what he is saying just twisting words as hard as he possibly can,FAVOR,AGAINST
biden finnaly waking up 1026,FAVOR,NONE
hes the only president auhauheahahuahaeha 636,NONE,NONE
1155 trump actually looks sad to see biden in that state,FAVOR,AGAINST
veterans are not better off now i for one as a veteran cant stand you biden you are a complete disgrace to our country 2831 amen i wrote this comment before trump even saw this,AGAINST,NONE
