comment,stance_llama_8b,stance_trump,stance_biden
notice president biden acknowledged mtg with respect like anyone else dignity by a respectful president and she even acknowledged him as mr president but she makes a propaganda video after shes a hypocrite and when she yells out an disrupts she should have been draged out like any protesters would be but president biden isnt like that having her thrown out like trump does when some speaks out vote blue keep america strong keep americas reputation thank you mr president biden never waver to autocracy or dictator want a be,LIBERAL,ANTI,PRO
im with uncle joe along with all 5 adult members of my family lets vote in november people,LIBERAL,OTHER,PRO
ugh reprehensible dotard and his evil co conspiritors,LIBERAL,ANTI,OTHER
traitor joes puppet master wrote that speech eveything biden says is the opposite of the truth,CONSERVATIVE,OTHER,ANTI
ranches in texas dont have as much bs as was in this speech,LIBERAL,OTHER,OTHER
remember in 2020 when democrat states shut down economies and jailed people for going to church i do,CONSERVATIVE,PRO,OTHER
that speech ryt there just ended putins envasion of ukraine,CONSERVATIVE,OTHER,OTHER
ive seen this show with baby bush obama trump and biden same thit different dayblahblah,OTHER,OTHER,OTHER
the white right made fools of themselves again lovely,LIBERAL,OTHER,OTHER
i accidentally bought the getto spread on big for the 15th so decided to let it ride put contract is printing down 17 today so far lol,OTHER,OTHER,OTHER
supreme court needs to be expanded those right wing conservative judges are all bought and paid for,LIBERAL,OTHER,OTHER
idgaf what you tax the corporations just tax me and the middle class less,CONSERVATIVE,OTHER,OTHER
you keep saying you will make the rich pay more taxes and im all for that but you say it and do nothing just remove the taxable income cap from ss and medicare taxes a good start good for the ss budget and not a huge burden on the rich it might seem like it from the amount it would collect but we regular people pay it on 100 of our income so should they,LIBERAL,OTHER,PRO
the white house where residents feel like presidents,LIBERAL,OTHER,OTHER
ill take this guy over that gaff and glitch criminal clown the repulpicants want any day its nice to have a smart president again whether i agree with him or not,LIBERAL,PRO,OTHER
so if we take more from you we can pay for everything hes hoping the idiots who vote dont understand inflation,CONSERVATIVE,OTHER,OTHER
watching from the philippines good speech mrpresident vote blue,LIBERAL,OTHER,PRO
i was _not_ excited to vote for biden in 2020 this year i am,LIBERAL,OTHER,PRO
sit down kamala you are about as worthless as the fly that landed on mike pence,CONSERVATIVE,OTHER,OTHER
poor americans being led by the biggest liar in history this is a failing system of the war mind,OTHER,ANTI,OTHER
god jesus christ of nazareth will have final judgment,OTHER,OTHER,OTHER
we need a nondemocrat and republican president,CONSERVATIVE,OTHER,OTHER
starvations how comrades just look at the big food parade outside,OTHER,OTHER,OTHER
to lead his list of core values with honesty is crazy after the hour of halftruths that came before it,LIBERAL,OTHER,OTHER
mtg looking like a straight hillbilly in all that red,LIBERAL,OTHER,OTHER
they came legally your anncestors you are a liarthe laws are on the books already,LIBERAL,OTHER,OTHER
mike johnson stands for nothing except israel,CONSERVATIVE,OTHER,OTHER
nice move biden telling the whole world about that womans ded baby,OTHER,OTHER,PRO
what a pathetic lying old fool does he think every american is stupid enough to sit here and think our economy is doing fine when were living paycheck to paycheck and its the republicans fault that we have migrants coming through our border and the entire democratic party is applauding these lies nojoe you gotta go,LIBERAL,ANTI,OTHER
i loved when he looked at the supreme court and told them to watch out for the womenold men just sat there,LIBERAL,OTHER,OTHER
lol the back of bidens haircut was the funniest part,CONSERVATIVE,OTHER,ANTI
i wouldve had mtg tossed out since she doesnt know how to act shes so slow its ridiculous and shes not true representation of my state georgia,CONSERVATIVE,OTHER,OTHER
biden strung together some sentences truly a monumental accomplishment for democrats,LIBERAL,OTHER,PRO
joe biden you are not a good president you have failed our nation please resign asap,LIBERAL,OTHER,ANTI
why you keep deleting my legitimate question msnbcyoutube crooked crooked,LIBERAL,OTHER,OTHER
what a creepthe border is already overwhelming,CONSERVATIVE,OTHER,OTHER
welcome to fail of union,CONSERVATIVE,OTHER,OTHER
hes coughing quite a lot,OTHER,OTHER,OTHER
more regulationsmore taxesless jobs when raiising taxes,CONSERVATIVE,ANTI,OTHER
president biden such a great president may god continue to bless you with good health 4 more years to continue to make america great again,LIBERAL,OTHER,PRO
not that it really matters but what did that country bumpkin 2035 say,CONSERVATIVE,OTHER,OTHER
anyone ever think about how this period in american history is going to be written if i was a maga cultist id be concerned my grandchildren are going to find out i chose one man over an entire country the shame you will feel will be immense im all for it,OTHER,ANTI,OTHER
did his handlers give him secret juice before the speech how can i get hold of some,OTHER,OTHER,OTHER
and with all that said trump 2024,CONSERVATIVE,PRO,OTHER
setbacks to comebacks,LIBERAL,OTHER,OTHER
the state of the union address has devolved over the years and now it is just another propagandized arm of whichever party is in power to campaign for the next election to think this spectacle used to be an actual written address that evaluated what had occurred in the previous year and what the goals for the next year were it needs to go back to that what a joke,OTHER,OTHER,ANTI
when did he create those tens of thousands of jobs is someone inspecting those affirmations with any report,LIBERAL,OTHER,OTHER
1544 make sure she knows that she cant vape in there,OTHER,OTHER,OTHER
fight or fix it,LIBERAL,OTHER,OTHER
president biden you knocked the ball out of the park with your speech well done,LIBERAL,OTHER,PRO
its so sad to see all you fighting in the comments without realizing that its the fighting thats keeping change from happening if republican and democrat united at the population level and demanded manufacturing jobs demanded security at the border demanded things we almost all agree on thats when the change comes but instead you all are too busy blaming eachother and squabeling while your country struggles come together stop this nonsense,LIBERAL,OTHER,OTHER
marge the names of the capitol police the victims of massshootings say their names say them in your dreams if you have a conscience they will haunt you by the way you looked ridiculous in your maga outfit,LIBERAL,ANTI,OTHER
entire building full of snakes,OTHER,OTHER,OTHER
dark brandon dropping that fire mixtape,CONSERVATIVE,OTHER,OTHER
great job president biden long live us decency maturity fairness honesty international cooperation and democracy,LIBERAL,OTHER,PRO
who is listing to this thinking yea this is sound advice i can totally relate he is not getting his points accross clearly,LIBERAL,OTHER,OTHER
mike johnson cant clap for lower rent healthcare or universal pre k all you need to know,LIBERAL,OTHER,OTHER
speaker johnsons looks like a puppet of trumps a little eddie munster watch him pout and head bobbing hes a disgrace to the seat of speaker of the house hes one reason the bipartisan border bill wasnt passed it was because the malicious man behind the curtain trump told speaker johnson not to let it pass because it would help bidens campaign and hurt the republicans chances in the 2024 election well our eyes see whats happening an its not going to manipulate the voters still voting blue in november,LIBERAL,ANTI,PRO
